GEOID10,DP0010001,NEIGHBORS
48481740800,3535,"48481740300,48481740900,48481741000,48481740700"
48299970400,3443,"48299970300,48031950100,48053960800,48053960500"
48299970300,1837,"48299970200,48171950100,48299970500,48299970100,48031950100,48299970400,48053960500,48319950200,48171950300"
48299970200,3524,"48299970300,48299970100"
48299970500,6030,"48299970300,48299970100,48053960500,48053960400,48299970600"
48299970600,1793,"48299970500,48299970100,48053960400"
48299970100,2674,"48053960200,48411950200,48299970200,48299970300,48299970500,48053960400,48299970600,48319950200"
48377950200,5184,"48043950500,48377950100"
48377950100,2634,"48229950300,48243950100,48043950500,48377950200"
48133950400,1932,"48059030200,48133950300,48049950100,48133950500,48093950100,48093950200"
48133950100,2980,"48429950500,48363000200,48133950200,48133950500,48143950202,48143950100"
48133950300,5120,"48059030200,48429950500,48133950200,48133950500,48133950400,48417950300"
48133950200,6116,"48133950300,48133950100,48429950500,48133950500"
48133950500,2435,"48133950300,48133950100,48133950200,48093950100,48143950300,48143950202,48143950100,48133950400"
48403950300,5106,"48351950100,48241950100,48403950200,48403950100"
48403950200,3253,"48351950100,48241950100,48405950300,48403950300,48405950100,48403950100"
48403950100,2475,"48419950600,48403950200,48403950300,48405950100"
48439105007,4557,"48439110203,48439113918,48439113923,48439113916,48439105008,48439113926,48439105006,48439110204"
48439113926,12227,"48121020308,48121020306,48439113922,48439113927,48439113923,48439105007,48439105008,48439114003,48439114103"
48439105008,7381,"48439113923,48439105007,48439114003,48439113926,48439105006"
48439114008,11631,"48439100501,48439100300,48439114007,48439114005,48439114006,48439114003,48439114102,48439114104,48439105001"
48439105902,6162,"48439104605,48439104504,48439106002,48439111104,48439111102,48439105901"
48439104702,3329,"48439106002,48439104503,48439104803,48439104701,48439105800,48439104802,48439105901,48439111003,48439106001"
48439104803,6211,"48439104804,48439104300,48439104701,48439104702,48439104802,48439104400"
48439111104,2820,"48439104605,48439106002,48439105902,48439111102,48439104603,48439111103"
48439110202,3808,"48439104900,48439110204,48439110302,48439110301,48439110102"
48439110203,8748,"48439113809,48439113810,48439113918,48439113917,48439113916,48439105007,48439110101,48439113811,48439105006,48439110204"
48439110204,6716,"48439110203,48439105007,48439110101,48439113811,48439105006,48439104900,48439110202,48439110102"
48439110301,3907,"48439113301,48439110302,48439101201,48439110202,48439113302,48439110102"
48439110302,5044,"48439104900,48439101201,48439110202,48439110301,48439110102,48439100101,48439101202"
48439110401,4657,"48439110402,48439100501,48439106600,48439100601,48439106700,48439114007"
48439110402,4686,"48439110500,48439100502,48439100501,48439110401,48439100602,48439106600"
48439110500,7885,"48439110402,48439100502,48439100700,48439100602"
48439113404,5612,"48439113607,48439113613,48439113408,48439113407,48439113403,48439113405"
48439113405,5975,"48439113404,48439113408,48439106509,48439113213,48439113403,48439106510,48439113301,48439101201,48439113302"
48439113407,5431,"48439113404,48439113607,48439113618,48439113408,48439113619,48439106509"
48439113408,5424,"48439113404,48439113407,48439106509,48439113403,48439106510,48439113405"
48439111306,4718,"48439111406,48439111307,48439111308,48439111309,48251130407,48251130405,48439111301"
48439111202,6095,"48439106004,48439106002"
48439103601,2800,"48439103602,48439103702,48439106201,48439106202,48439106300,48439101402,48439101403"
48439103602,2105,"48439101302,48439103601,48439106300,48439101403"
48439121605,2960,"48439113108,48439113107,48439121604,48439122400,48439122500,48439122300,48439122200,48439121703"
48439121606,3318,"48439111506,48439111505,48439121601,48439106513,48439106514,48439111545,48439111529,48439121608,48439121609,48439101302"
48439121608,5173,"48439111529,48439121609,48439121610,48439121606"
48439121609,6056,"48439121608,48439106400,48439111404,48439111405,48439121611,48439121610,48439121606,48439101302"
48439121610,2327,"48439111529,48439121608,48439111546,48439121609,48439121611"
48439121611,4580,"48439111404,48439111405,48439111532,48439111546,48439121609,48439121610"
48439121702,2079,"48439113111,48439113110,48439113109,48439113002,48439122300,48439122100,48439122200,48439121704"
48439121703,5658,"48439113108,48439113107,48439113111,48439122200,48439121704,48439121605"
48439113520,5208,"48439113709,48439113519,48439980000,48439113518,48439113517"
48439113519,5917,"48439113633,48439113709,48439113622,48439113516,48439113520,48439113518,48439113517"
48439113221,4798,"48439113216,48439113218,48439113612,48439113613,48439113217,48439113220"
48439113220,6271,"48439113221,48439113613,48439113217,48439113213,48439113403"
48439113923,2797,"48439113925,48439113922,48439113916,48439113924,48439105007,48439105008,48439113926"
48439113925,3905,"48439113919,48439113918,48439113923,48439113916,48439113924"
48439113924,4512,"48439113925,48439113919,48439113922,48439113923"
48439113102,4575,"48439113108,48439113107,48439113111,48439113112,48439106509,48439113110,48439113104,48439113114,48439106517"
48439113104,3319,"48439113102,48439113111,48439113110,48439113115,48439113114,48439113109"
48439113107,2396,"48439113108,48439113102,48439113111,48439113112,48439121703,48439121704,48439121605"
48439113108,4400,"48439113102,48439113107,48439106509,48439121604,48439106514,48439121703,48439121605"
48439113110,4183,"48439113102,48439113111,48439113104,48439113109,48439121702,48439121704"
48439113111,3369,"48439113102,48439113107,48439113112,48439113110,48439113104,48439121702,48439121703,48439121704"
48439103701,4348,"48439104601,48439103702,48439103500,48439104604"
48439103702,2799,"48439104601,48439103701,48439103601,48439106201,48439101402,48439103500"
48439104601,3687,"48439104602,48439103701,48439103702,48439106101,48439106201,48439104604"
48439104602,4751,"48439104605,48439104601,48439104603,48439106101,48439106201,48439104604"
48439104603,3775,"48439104605,48439104602,48439106102,48439111104,48439111103,48439106101"
48439104605,4131,"48439104602,48439104504,48439104505,48439105902,48439111104,48439104603,48439103800,48439104604"
48439106001,7483,"48439106002,48439104702,48439105901,48439105704,48439111005,48439111003"
48439121704,3429,"48439113107,48439113111,48439113110,48439122200,48439121702,48439121703"
48439122100,6676,"48439122802,48439113002,48439121904,48439122400,48439122300,48439122001,48439122002,48439122900,48439121906,48439122200,48439121702"
48439122200,2149,"48439122300,48439122100,48439121702,48439121703,48439121704,48439121605"
48439122300,4112,"48439122400,48439122100,48439122200,48439121702,48439121605"
48439122400,5760,"48439122802,48439122801,48439122700,48439122600,48439122500,48439122300,48439122100,48439122900,48439121605"
48439122700,4777,"48439111524,48439111526,48439122801,48439122600,48439122400,48439122500"
48439122900,7476,"48439111524,48439122802,48439122400,48439122001,48439122100,48439111522,48439111521,48439121905,48439121906"
48439111529,4023,"48439111506,48439111545,48439121608,48439111546,48439121610,48439121606"
48439113919,7343,"48439113925,48439113921,48439113918,48439113920,48439113917,48439113922,48439113924"
48439104804,2840,"48439104202,48439105600,48439105404,48439104803,48439104300,48439104802"
48439113927,11260,"48439113921,48121020306,48439113922,48439113929,48439113928,48439113910,48439113926"
48439113929,8361,"48439113921,48439113922,48439113927,48439113928,48439113910,48439113911"
48439113928,8356,"48439113927,48439113929,48439113910"
48439110807,5581,"48439110703,48439110806,48439110805,48439105203,48439110808,48439110901,48439105204,48367140706"
48439110808,1900,"48439111010,48439110906,48439110809,48439110907,48439110901,48439110807,48367140706"
48439102601,3557,"48439105405,48439102202,48439102500,48439102602,48439123000,48439102401"
48439113112,2894,"48439113102,48439113107,48439113111"
48439113206,5360,"48439110101,48439113212,48439113301,48439110102"
48439113207,4221,"48439113808,48439113803,48439113214,48439113215,48439113210,48439113813,48439113812"
48439113210,6724,"48439113215,48439113207,48439113218,48439113814,48439113813,48439113610,48439113611"
48439113212,4092,"48439110101,48439113811,48439113217,48439113213,48439113301,48439113206"
48439113213,3447,"48439113811,48439113212,48439113217,48439113220,48439113403,48439113405,48439113301"
48439113214,4761,"48439113809,48439113808,48439113803,48439113216,48439113215,48439113207,48439113810"
48439106002,3463,"48439106004,48439105902,48439111202,48439111104,48439111102,48439104702,48439105901,48439111005,48439106001"
48439106004,5273,"48439111405,48439106002,48439111202,48439111102,48439111203,48439111301,48439111013,48439111005"
48439106101,1629,"48439104602,48439104601,48439106102,48439106400,48439104603,48439106201,48439106202"
48439106102,3671,"48439106400,48439104603,48439111103,48439106101"
48439106201,3467,"48439104602,48439104601,48439103601,48439103702,48439106101,48439106202"
48439106202,4399,"48439106400,48439103601,48439106101,48439106201,48439106300"
48439106300,3001,"48439106400,48439103602,48439101302,48439103601,48439106202"
48439111545,2442,"48439111553,48439111552,48439111526,48439111506,48439111529,48439111546,48439121606"
48439111513,4022,"48439111548,48439111547,48439111539,48439111538,48439111537,48439111523,48439111514"
48439111536,3327,"48439113002,48439121904,48439111537,48439121903,48439111523,48439111521,48439121905,48113016401"
48439111537,6880,"48439111536,48439111513,48439111538,48439111523,48439111521,48113016410,48113016401"
48439111538,5745,"48439111513,48439111539,48439111537,48439111523,48113016410"
48439111539,8945,"48113016411,48439111548,48439111513,48439111547,48439111538,48113016410"
48439113001,3797,"48439113113,48439113116,48439113115,48439113114,48439106518,48439113109,48113015303,48113015401,48439113002,48113015403"
48439113002,6606,"48439113001,48439113109,48113015401,48113016100,48439111536,48439121904,48439121903,48439122100,48439122002,48439121702,48113015404,48113015403,48113016401"
48439102602,3581,"48439105405,48439102700,48439102000,48439102800,48439123300,48439102202,48439102601,48439105403"
48439113921,20235,"48439113919,48439113920,48439113922,48439113927,48439113929,48439113910,48439113812,48439113816,48439113911"
48439113815,5659,"48439113814,48439113813,48439113816,48439113911,48439113912,48439113610,48439113908"
48439113816,5141,"48439113921,48439113813,48439113812,48439113815,48439113911,48439113912"
48439113812,5221,"48439113803,48439113207,48439113921,48439113920,48439113813,48439113816"
48439113813,4961,"48439113803,48439113207,48439113210,48439113814,48439113812,48439113815,48439113816"
48439111103,3968,"48439106102,48439106400,48439111405,48439111104,48439111102,48439104603"
48439114103,20164,"48121020308,48497150603,48439114005,48439114003,48439113926,48439114104"
48439114104,6844,"48497150601,48497150603,48439114005,48439114008,48439114003,48439114103,48439114102,48439114203"
48439113215,4796,"48439113214,48439113216,48439113207,48439113218,48439113210"
48439113216,5299,"48439113809,48439113214,48439113215,48439113810,48439113221,48439113218,48439113811,48439113217"
48439113217,4500,"48439113216,48439113221,48439113811,48439113212,48439113213,48439113220"
48439113218,2390,"48439113216,48439113215,48439113221,48439113210,48439113612,48439113611,48439113613"
48439113301,3836,"48439113212,48439113213,48439113405,48439113206,48439110301,48439113302,48439110102"
48439113302,4060,"48439113405,48439113301,48439101201,48439110301"
48439113403,2497,"48439113404,48439113613,48439113408,48439113213,48439113220,48439113405"
48439106400,2154,"48439106102,48439111405,48439111102,48439111103,48439121609,48439101302,48439106101,48439106202,48439106300"
48439111005,9204,"48439106004,48439106002,48439111008,48439111011,48439111012,48439105704,48439111013,48439106001"
48439111102,5697,"48439106400,48439111405,48439106004,48439106002,48439105902,48439111104,48439111103"
48439111013,7863,"48439106004,48439111203,48439111204,48439111008,48439111011,48439111016,48439111005,48439111015"
48439105703,3681,"48439105701,48439105502,48439105704,48439105512,48439111003"
48439111003,2776,"48439105703,48439105701,48439105800,48439104702,48439105704,48439106001"
48439105800,4322,"48439105701,48439104702,48439104802,48439111003"
48439111404,8336,"48439111405,48439111408,48439111532,48439111546,48439121609,48439121611"
48439111405,2356,"48439106400,48439111404,48439106004,48439111102,48439111103,48439111301,48439111408,48439121609,48439121611"
48439111532,7063,"48439111402,48439111531,48439111534,48439111404,48439111408,48439111546,48439121611"
48439111304,6912,"48439111307,48439111308,48439111312,48439111311,48439111551"
48439111506,5781,"48439111526,48439122600,48439111505,48439122500,48439111545,48439111529,48439121606"
48439111526,4242,"48439111552,48439111524,48439122801,48439122700,48439122600,48439111506,48439111545"
48439114206,4468,"48367140407,48367140408,48439114207,48439100601,48439114205"
48439110806,4580,"48367140407,48439114207,48439110805,48439110807,48367140706"
